NRIC,researcher_name,sector,salary,degree
F5502919U,Leon Sturgill,Healthcare,5968,Post-grad
S9625568I,Steven Glenn,Aerospace,10794,PhD
T3919611F,Franklin Lynch,Aerospace,10200,Masters
S9896992Z,Cruz Winston,Agricultural,6317,Bachelors
G9450601X,Adam Ryburn,Aerospace,11133,Bachelors
G7091350S,Jeffery Dennard,Aerospace,11540,PhD
G3592117Y,Randy Robinson,Engineering,9749,Bachelors
G9886395V,Rocky Lowe,Agricultural,4062,Bachelors
S7865404F,Elizabeth Mcbride,Agricultural,9229,Bachelors
F1360293I,Elizabeth Wilson,Healthcare,8451,Bachelors
S7607697G,Joseph Catlett,Agricultural,11445,Non-degree
T2164939M,Ila Underhill,Healthcare,8017,Non-degree
F1162281O,Vivian Williams,Healthcare,7305,Masters
S6773428X,Donna Robinson,Agricultural,10451,Masters
G9054199M,Melissa Prestridge,Engineering,8307,Non-degree
T8662462H,Carol Wilson,Aerospace,11248,Bachelors
S1373449Q,Eric Blomberg,Aerospace,11782,Post-grad
