NRIC,researcher_name,sector,income,degree
F0449310Z,Henrietta Lecompte,Engineering,4876,PhD
S3419554T,Alicia Maize,Aerospace,5463,Masters
T2274822E,William Freeman,Agricultural,3060,Bachelors
F5968996A,Jerrod Beggs,Engineering,3828,PhD
F0396129L,Eric Meyer,Agricultural,3916,PhD
S0076861I,Marilynn Wilder,Aerospace,5135,Non-degree
S1609946N,Margaret Henry,Engineering,3178,Non-degree
S7970695I,Foster Pander,Agricultural,5968,Non-degree
T3173615E,Ruth Budney,Engineering,3005,Non-degree
G9247852E,James Bradley,Engineering,6301,PhD
T6705885D,Linda Drake,Healthcare,3029,Non-degree
G3231926J,Elisha Tollerud,Healthcare,10511,Bachelors
T3002585U,Shawanda Huntsberger,Healthcare,9550,PhD
G9121563O,Karla Robinson,Aerospace,3203,PhD
S8205641K,Teresa Reid,Agricultural,6468,Non-degree
F6151308J,Judy Wormley,Engineering,7329,Bachelors
F6495003B,Ashley Diaz,Aerospace,4705,Masters
G3001440B,Joseph Jett,Aerospace,5019,Post-grad
