NRIC,researcher_name,sector,income,degree
G0924875D,Donna Paterniti,Engineering,8984,Bachelors
G3861233A,Cody Lowry,Aerospace,8019,Non-degree
F8734633S,Scott Brown,Healthcare,8752,Bachelors
S1237979M,Samuel Millard,Engineering,4443,Post-grad
G1756971U,Kevin Robinson,Aerospace,3768,PhD
F5735752N,Robin Brown,Aerospace,8440,Masters
T8659976F,Asha Hengl,Aerospace,6561,Post-grad
G2756509I,Lani Mclaughlin,Engineering,4509,Post-grad
T6443292O,Jack Cross,Aerospace,3759,Non-degree
G1186783V,Jared Ellingwood,Agricultural,3818,PhD
T7536334B,Lynne Chavez,Aerospace,5626,PhD
F7451266K,Carol Ashcraft,Engineering,3252,PhD
G6369357E,Sarah Dales,Engineering,3338,Post-grad
T1169323Q,Leo Cummings,Aerospace,6743,Masters
G4749610Z,Ellen Andrews,Agricultural,3522,PhD
T0565333E,Kitty Fredericks,Healthcare,4171,Non-degree
T8782496R,Marvin Shelton,Engineering,5181,Bachelors
T9849980Q,Bobby Hovey,Aerospace,4713,PhD
S3370431J,Kristen Marciniak,Agricultural,3575,Bachelors
T6079539Q,Steve Villalobas,Engineering,3524,Bachelors
G1950306S,Janet Roberts,Aerospace,7332,PhD
T9922700V,Gregory Mouzon,Healthcare,10594,Bachelors
S2506132A,Zella Chee,Aerospace,6266,Masters
S6853582R,Michael Marti,Aerospace,3197,PhD
F5872507N,Timothy Dibbles,Agricultural,7134,Post-grad
G8238530T,Vivian Bixler,Engineering,4616,Bachelors
G4072777H,Steven Stallworth,Healthcare,11519,Bachelors
S1391782Q,Roxanne Hathcock,Engineering,8200,Masters
S5825365K,Elizabeth Knapp,Aerospace,3372,Non-degree
G9675569Z,Bobby Coffey,Engineering,4064,PhD
S3820827S,Preston Janick,Agricultural,6276,Non-degree
F0500595Z,Anna Moran,Aerospace,6305,PhD
S2853574J,Wilma Snellgrove,Agricultural,4051,Post-grad
G2360811I,Luke Shoaff,Engineering,9162,PhD
F7074746Q,Judy Riggs,Healthcare,8457,PhD
G0054702I,Walter Douglass,Agricultural,7450,Non-degree
T9539575U,Stephanie Lee,Healthcare,3081,Bachelors
G9496828D,Robert Hamler,Engineering,3637,Non-degree
S6112629L,Kristina Jarrette,Aerospace,3925,Bachelors
T2866204Q,Harold Broussard,Aerospace,4405,Bachelors
T3179773R,Elaine Phillips,Healthcare,3731,Post-grad
S1888593F,Maria Zook,Healthcare,6182,Masters
T2273465U,Janet Stringham,Aerospace,5839,Bachelors
G6444679K,Sallie Reynolds,Agricultural,6412,Non-degree
G4276476H,Elizabeth Purdy,Aerospace,4537,Bachelors
T7310599Y,Andrew Blanco,Engineering,3056,Post-grad
S2880155I,Eric Evans,Engineering,8252,Post-grad
T4253763R,Edward Henry,Healthcare,6656,Bachelors
S6297834R,Robert Morley,Aerospace,4832,PhD
T1088481B,Frank Cohen,Aerospace,7836,Bachelors
T7367346E,Kevin Reed,Engineering,4898,Bachelors
F7918232T,Laura Duran,Healthcare,4864,Bachelors
S8258589F,Marian Fullerton,Aerospace,4846,Post-grad
S4340187W,Louise Tucker,Aerospace,7496,Masters
G5738639E,Nedra York,Aerospace,4345,Masters
F1142427G,Albert Taylor,Agricultural,5345,Masters
T5965160I,Terry Perdue,Agricultural,9376,Post-grad
T3957439M,Huey Riddle,Healthcare,3044,Non-degree
S7294601Z,Angelique Elie,Healthcare,9679,Non-degree
F8906178O,Chad Woods,Aerospace,6249,Masters
F5678815Z,Janet Stewart,Agricultural,8691,Post-grad
G3016236K,Cindy Forrest,Healthcare,5363,PhD
S6398798J,Ethel Powers,Healthcare,7112,PhD
T1091913C,Alix Sparks,Engineering,5928,PhD
S7856931L,Fay Woods,Healthcare,12072,Post-grad
T9815463W,Carla Ferebee,Engineering,8814,Masters
T5691844O,Patricia Owens,Engineering,4794,PhD
S7411088N,Heidi Fulks,Healthcare,9018,Non-degree
S4617116R,Christopher Sampere,Agricultural,3813,Post-grad
F9272472B,Rose Wilkinson,Healthcare,7988,Masters
S5898574H,Daniel Dickson,Engineering,6108,PhD
T6882810I,Keith Weber,Aerospace,6243,PhD
G1109410S,Robert Zwick,Agricultural,4575,Masters
S3507976L,Lillian Myers,Agricultural,4359,PhD
T0133462E,Carrie Turner,Engineering,6157,Post-grad
F3563153C,Charles Ransom,Healthcare,8478,Bachelors
F2470963I,In Stricklin,Engineering,3947,Non-degree
S9765272I,Robin Lenox,Agricultural,10047,Non-degree
F7498752V,Sylvester Hall,Engineering,6580,Masters
G8058030H,Shani Ramirez,Engineering,5070,PhD
F7334398A,Steven Lundy,Agricultural,5282,Non-degree
S2038567S,Mary Meadows,Agricultural,9166,Bachelors
F9062092K,Agnes Genther,Agricultural,4190,Masters
G3219408U,Ralph Foster,Aerospace,7984,Masters
S6189432V,Mark Negron,Aerospace,4954,Non-degree
G1258103A,Brittany Beam,Agricultural,7646,PhD
S9668050H,Brandy Mccoin,Agricultural,8333,Masters
S5746905B,Ramiro Daly,Aerospace,9901,Masters
S0512505B,Robert Broom,Agricultural,8504,Bachelors
S6973371S,Suzanne Thompson,Agricultural,3434,PhD
F8825487Y,Elizabeth Webb,Agricultural,5531,Bachelors
G2157486Y,Megan Reed,Healthcare,5635,Post-grad
T4207656K,Jack Cook,Engineering,10302,Non-degree
T0582574R,Rosenda Gee,Engineering,8592,PhD
T1774639P,Debbie Drumheller,Agricultural,5109,PhD
F1986676I,Theodore Cope,Healthcare,5503,Masters
F7007107V,Ramona Ramirez,Healthcare,6623,Masters
G1322439R,Anthony Quinn,Agricultural,5795,Masters
S7429302E,Angela Mccarter,Engineering,4479,Masters
S8510528O,Jack Woodruff,Agricultural,4745,PhD
G9259846Y,Jose Cunningham,Agricultural,7445,Post-grad
G3772853V,America Rone,Aerospace,6505,PhD
G3694708I,Ashley Stone,Healthcare,6160,Masters
F6561203I,Louise Halsey,Engineering,8560,Post-grad
T9951052E,William Stevenson,Engineering,3339,Non-degree
F0752574E,Margarita Burns,Healthcare,7752,Bachelors
F6901901R,Crystal Martinez,Agricultural,10823,Masters
G9678432W,Eric Bogacz,Aerospace,4491,Masters
S1710626M,Kelli Hanson,Engineering,3427,Masters
F3225563A,Norma Lifford,Aerospace,6046,Post-grad
F0487339T,Ronald Zemel,Agricultural,5699,Bachelors
F5057051K,Jason Gomez,Engineering,9949,Non-degree
G0355132W,Marie Mcelroy,Engineering,5931,Masters
F2856421F,Penny Bishop,Agricultural,11600,Bachelors
F7225237D,Maria Schulist,Aerospace,5089,Non-degree
G1618777X,Jeremy Gunther,Healthcare,3892,Bachelors
T3129331T,Kimberly Fish,Healthcare,4348,Bachelors
F0928728F,Catherine Baker,Engineering,5474,Masters
F1720445U,John Herman,Aerospace,8665,PhD
G2469898Y,Elmer Fischer,Engineering,8435,PhD
T7652768T,Angela Murphy,Agricultural,3323,Post-grad
T3597739T,Mary Slaughter,Aerospace,7470,PhD
T4757509D,Jerry Vinson,Aerospace,8612,Non-degree
G3580003W,Simon Shapiro,Agricultural,3569,Bachelors
T1093287T,Thomas Gallo,Healthcare,5560,Bachelors
F9977918Q,Pearl Gilliam,Aerospace,4746,Masters
T3788781P,Dorris Welch,Agricultural,5517,PhD
T1148236K,Harry Green,Engineering,4681,Bachelors
G2378276P,Jonathan Rossi,Agricultural,3747,Non-degree
S7032608G,Sandra Foster,Healthcare,3673,Masters
G1632126D,Mark Gentsy,Agricultural,8206,PhD
F4698127X,Kenneth Bishop,Agricultural,6883,PhD
S4545980B,Helena Fanelli,Aerospace,4628,Post-grad
S5251902H,Robert Flynn,Aerospace,5304,Post-grad
T7845940N,James Kim,Agricultural,3950,Post-grad
G5260092U,Frank Bruch,Agricultural,5707,PhD
G4324177E,Latrisha Kim,Engineering,3288,Post-grad
G3496638G,Jason Merritt,Engineering,4793,PhD
T1804477I,Frank Fernandez,Healthcare,5820,Bachelors
G9214793W,Amy Nelson,Aerospace,3845,Post-grad
T2909318V,Johnny Crawley,Healthcare,5285,Bachelors
F6865673W,Betty Cade,Agricultural,5319,Bachelors
S2041095V,Keith Figueroa,Aerospace,9325,Post-grad
G0625106N,Cynthia Woolard,Healthcare,7495,Masters
G4919787B,Charles Martin,Healthcare,12082,Non-degree
S4109897H,Jennifer Carpenter,Healthcare,7016,Bachelors
F7063050F,Christian Thompson,Agricultural,8337,PhD
G8771716Z,Gail Helms,Aerospace,6424,PhD
T6900558N,Benjamin Gordon,Aerospace,5378,Post-grad
S0773416O,Juliette Williams,Healthcare,7466,Post-grad
S3651045M,Monica Grimmett,Healthcare,7270,Post-grad
F4611859H,Carlos Horton,Healthcare,3373,Masters
S5796341O,Jerry Martinez,Healthcare,5587,Masters
G8285297X,John Givens,Healthcare,6136,Masters
F1088077B,Ralph Liles,Aerospace,10988,Masters
F7978399F,Ella Clark,Aerospace,3104,Masters
G9241303G,Dorothy Nettles,Aerospace,3943,PhD
T4001222I,Alexander Mcclure,Engineering,5578,Bachelors
F3923501T,Amber Walker,Aerospace,3240,Bachelors
T6886155Q,Christopher Fitzpatrick,Engineering,4176,Masters
F7263734H,Darlene Mcdonell,Agricultural,12147,PhD
T8861983J,Zelda Cunningham,Engineering,4056,Post-grad
T9088977Y,Timothy Myers,Engineering,9060,Masters
S6360580C,Aubrey Hodge,Healthcare,4371,Post-grad
G9010954P,Patricia Schmidt,Aerospace,4095,PhD
G1105774Z,Raymond Myers,Agricultural,9353,Masters
F8439236A,Gladys Moss,Engineering,11860,Masters
G9062476J,Thomas Deleon,Aerospace,3566,Bachelors
T9451092U,Tamara Kawamura,Healthcare,7194,Bachelors
F5988405P,Jose Lavigne,Agricultural,8572,Post-grad
S2502103U,Hilda Bonney,Healthcare,3804,PhD
G3523603L,Dorothy Fisher,Healthcare,3360,PhD
G5086274Z,Lillian Gill,Agricultural,7201,Bachelors
G8223906F,Scott Landry,Agricultural,6705,Non-degree
T0928054X,Felicia Blalock,Engineering,4579,Bachelors
S7295989N,Danny Warren,Aerospace,9097,Bachelors
T0855424B,Donald Okins,Healthcare,3564,Non-degree
G3896728A,Aimee Doll,Agricultural,7037,Masters
T6686466V,Sandra Johnson,Agricultural,10330,Post-grad
S1597895T,Carol Chavez,Agricultural,4992,Post-grad
F1001765G,Alberta Millis,Healthcare,7938,Bachelors
S1008615Q,Wanda Lewis,Engineering,6445,Bachelors
T0867844J,June Mcneal,Engineering,10084,PhD
G0582708Y,Florence Lancaster,Engineering,6145,PhD
S5919075O,Jerry Miller,Agricultural,10144,Non-degree
S3610208F,Charles Lewis,Agricultural,3371,Post-grad
G5305256T,Karen Kindred,Engineering,3928,Post-grad
G9862548V,Robert Thornton,Aerospace,3949,PhD
G0040317L,Carol Ritchie,Engineering,7550,PhD
F0363706R,Troy Erwin,Healthcare,4718,Masters
S4194584Z,Juan Navas,Engineering,3739,Masters
G8668851G,Marion Ivey,Aerospace,6483,Bachelors
G1044065R,Mark Sifre,Aerospace,4719,Post-grad
G5925485W,Arthur Knowlton,Agricultural,4074,PhD
S3486701G,Gerald Alber,Aerospace,4519,Masters
S8218873H,Sarah Murphy,Aerospace,8466,PhD
G8073082X,Ross Sloss,Healthcare,9121,Bachelors
T8267588X,Doris Leslie,Engineering,5204,Non-degree
S8219637K,Theresa Gilliam,Agricultural,9984,Non-degree
G1419933Y,Matthew Newton,Healthcare,6040,Masters
S9538078U,Rosalie Sallee,Healthcare,3670,Bachelors
G4564731D,Rodger Wilkins,Engineering,3422,Bachelors
G3952003S,Harold Pruitt,Engineering,3130,Post-grad
G1395995I,Helen Caravello,Engineering,10482,Post-grad
S2451302R,Ami Armstrong,Agricultural,3810,Post-grad
G6807194Y,Kevin Williams,Healthcare,5959,PhD
F9076593C,Gary Johnson,Healthcare,11286,Bachelors
F9734190W,Peter Eddins,Aerospace,4480,Masters
S8249742T,Anthony Fowler,Engineering,5939,Masters
T4568786M,Scott Casey,Agricultural,5077,Masters
G9570731M,Mike Lee,Aerospace,9415,Bachelors
G9710631J,Joseph Sheppard,Healthcare,4783,Post-grad
F9936205A,Erin Marshall,Healthcare,3343,PhD
S9264683T,Samuel Sanders,Aerospace,9241,Masters
G1488075I,Amanda Peters,Aerospace,8426,Post-grad
G7441451M,Karey Alvarado,Agricultural,8300,PhD
F9289848W,Jorge Chang,Agricultural,12209,Bachelors
S8667739U,Muriel Shren,Healthcare,3779,Non-degree
S6278467F,Jorge Mattingly,Engineering,6112,Bachelors
T3929989D,Holli Coffey,Agricultural,3392,Masters
F4811046H,Thomas Summers,Healthcare,7018,Masters
T8933208S,Rose Lucas,Healthcare,9724,PhD
G4678088O,Patrice Rosati,Agricultural,6688,Post-grad
S1873291M,Connie Patterson,Healthcare,3709,Non-degree
S8782391D,Walter Baldwin,Agricultural,4814,Post-grad
G3469885J,Alfredo Blossom,Engineering,10291,Post-grad
G4831464X,Jessie Mahr,Engineering,5348,Non-degree
T5103806B,George Mcclenon,Healthcare,4329,Post-grad
F1076438Z,James Mccullough,Aerospace,4378,PhD
F2615427T,Samuel Fields,Agricultural,3577,Masters
T1232131I,Robin Bales,Agricultural,7427,Masters
S0787256Z,Eric Delcid,Aerospace,3704,Post-grad
G7528683N,Nelson Krone,Engineering,5492,Bachelors
G0114543V,Charlene Serra,Healthcare,9318,Bachelors
T5235019V,Charles Miles,Agricultural,6518,PhD
T0568378Y,James Simmons,Agricultural,12047,Non-degree
T4006313B,Brian Garcia,Engineering,4802,PhD
F8853416H,Bonnie Torres,Aerospace,10212,Masters
S1592443A,Prudence Martin,Agricultural,5819,Masters
S9673785Y,Martha Foster,Agricultural,8654,Non-degree
F5391290T,Cynthia Atwell,Aerospace,3429,Non-degree
S6733331V,Kathryn Pinkston,Aerospace,9241,Non-degree
G6134593E,James Barton,Healthcare,5823,Bachelors
G3958440B,Carol Minardi,Agricultural,5481,Non-degree
G3516201C,Travis Montana,Agricultural,3759,Masters
G4806450G,Paula Murphy,Aerospace,8848,PhD
G4431247Z,Louis Kubica,Aerospace,5440,Non-degree
G7101141D,Lucille Huisenga,Aerospace,3129,Post-grad
G3200270O,Barbara Robinson,Agricultural,7641,Post-grad
F2758971K,Anne Goble,Aerospace,3312,Bachelors
S8448753T,Ruth Stover,Agricultural,9355,Bachelors
T6238195G,Paul Bass,Aerospace,5837,Masters
F2702659E,Stephen Bryant,Healthcare,3798,Post-grad
T6002129Z,Gene Merriam,Healthcare,9685,Bachelors
T6644178I,Elizabeth Leone,Engineering,3604,Non-degree
G1342348I,John Emch,Healthcare,5608,Masters
F3953426L,Kristopher Ungar,Engineering,3843,Bachelors
G0908357T,John Smith,Agricultural,4929,Masters
T0565511S,Pamela Mason,Healthcare,8511,Bachelors
F6781111E,Christopher Janski,Engineering,3145,Bachelors
F3251173Q,Willard Hedges,Agricultural,3193,Bachelors
S5189902U,Mary Nerad,Healthcare,5204,Non-degree
G4751066X,Raquel Jensen,Agricultural,4417,Bachelors
F1864920O,Sandra Forbes,Engineering,6924,Bachelors
F7099804C,Mark Bell,Agricultural,4456,Masters
T6171606V,Elizabeth Summy,Engineering,4651,PhD
S9940389U,Joshua Wertheim,Agricultural,5133,Post-grad
T9676837K,Jimmy Bohannon,Agricultural,5113,Post-grad
G5378229V,Susan Snyder,Agricultural,10475,PhD
S1840244G,Brandon Adams,Healthcare,4037,Bachelors
T0393949H,Norman Hunt,Engineering,3526,Masters
F1088649G,Beverly Wright,Healthcare,4394,Post-grad
S6687330N,Jeffery Guers,Aerospace,4462,Non-degree
S6611506G,Christopher Rhodes,Agricultural,4592,Post-grad
S6761284S,John Potter,Healthcare,9447,Masters
S1836250W,Ralph Ortega,Engineering,5147,PhD
G3182378F,Angela Wein,Agricultural,3817,Masters
T4341972Q,John Washington,Aerospace,3573,Post-grad
T8238098S,Joseph Sibrel,Engineering,3196,Non-degree
F9143721D,Mike Moretto,Agricultural,14078,Post-grad
T9551710J,John Vaughn,Aerospace,3741,Masters
S5187464N,Kevin Mcdade,Aerospace,3216,PhD
S5039240X,Anastasia Green,Agricultural,10496,Post-grad
S7405558B,Mary Dumas,Healthcare,13283,Bachelors
G0144591J,Marian Edwards,Engineering,5161,Masters
S1233971V,Timmy Bertalan,Aerospace,5034,Non-degree
S0969281Z,Robert Harris,Engineering,8966,Masters
T4371615D,Julia Bequette,Engineering,8765,Post-grad
G6799714W,Darrell Situ,Healthcare,4546,PhD
G8942668A,Luz Mayville,Healthcare,5176,Masters
T1637612P,James Foreman,Engineering,4780,PhD
F5750485N,Lorraine Kelly,Aerospace,6258,Non-degree
S6414466A,Doreen Mckee,Healthcare,3232,Bachelors
G0981499C,Junior Hamilton,Aerospace,4395,Bachelors
G3307186M,William Houck,Engineering,7728,Bachelors
S3158358M,Catherine Jacobs,Aerospace,5100,Masters
F2071668V,Ronald Johnson,Healthcare,4140,Bachelors
S2862361W,Renee Brooks,Engineering,3732,Post-grad
T0277048X,Willie Jacobson,Engineering,3971,Bachelors
S4841594X,Heather Delozier,Healthcare,3224,Non-degree
F8616325B,Maria Moultrie,Agricultural,3348,Post-grad
G6257449N,Rodolfo Wahl,Engineering,5489,PhD
S7857453U,Michael Pitts,Healthcare,4043,PhD
F3859551U,Jose Krick,Engineering,4199,Non-degree
T1233282Q,Glenn Mashaw,Healthcare,13008,PhD
F8531822V,Andrew Mcadory,Agricultural,4917,Bachelors
G3800636G,Abigail Allen,Aerospace,8564,Non-degree
F2949727B,Douglas Ford,Healthcare,5845,Non-degree
F9801483N,Nicholas Luna,Healthcare,9129,Bachelors
T2400974A,Joann Corliss,Healthcare,3903,Masters
T3486046X,Josephine Berrios,Aerospace,5011,Masters
G4012017Q,Joanne Fontana,Agricultural,3250,PhD
G1124635G,Darlene Mattews,Engineering,10495,Masters
S3539227X,Scott Taylor,Agricultural,6163,Non-degree
F2046260N,Mary Booker,Engineering,6486,Post-grad
S9455288Y,Donna Garza,Aerospace,6180,Bachelors
G9987143T,Carolee Turnage,Agricultural,8889,Bachelors
S2278250L,John Motyka,Agricultural,5352,Non-degree
T6094983S,Walter Shepardson,Engineering,6490,Post-grad
G3057293A,Tony Bever,Agricultural,7620,Bachelors
G7232656I,Lori Workman,Engineering,5600,Non-degree
S0740269J,Carl Snyder,Aerospace,7094,PhD
T3672705V,Ila Williams,Agricultural,3721,Masters
S1588963N,Ivette Lyons,Agricultural,10193,PhD
S2550971W,Scott Fala,Healthcare,10769,Bachelors
T8771570M,Doris Deville,Aerospace,3363,Non-degree
S7687531V,William Santos,Aerospace,4621,Non-degree
F0649355L,Lori Danos,Aerospace,9795,Masters
S1770335G,Michelle Marshall,Engineering,8144,Masters
S5655189K,Andrea Radin,Aerospace,8605,Non-degree
T7254003A,Orville Bussard,Engineering,7668,Bachelors
S6867761S,Todd Mauricio,Agricultural,4915,Bachelors
T0574937P,Thomas Branson,Healthcare,3272,Post-grad
S0211018P,Kenneth Parkhurst,Engineering,7523,Bachelors
G3436211M,Mia Wiggs,Engineering,7405,Bachelors
T9678139L,Jennifer Maedche,Agricultural,4433,Non-degree
S6349819L,Mark Morrell,Agricultural,9106,Bachelors
T6129698W,Deborah Keller,Aerospace,3666,Post-grad
G5564521T,Roxann Terry,Engineering,11059,PhD
S1790458J,James Genna,Healthcare,7110,Bachelors
S5432489M,Natalie Kina,Agricultural,7591,PhD
G7155564G,Stefanie Deal,Healthcare,3577,Bachelors
G5456305I,Martha Pegues,Aerospace,4381,Non-degree
S3422554Q,Edward Nelson,Agricultural,7277,Non-degree
S1464794P,Daniel Enck,Engineering,5838,Masters
S1578279F,Kristopher Bachand,Healthcare,6095,Post-grad
F2358269V,Diana Seiver,Engineering,5424,Post-grad
F7545204Y,Carol Dempsey,Engineering,12529,Post-grad
F1430655D,Jessica Shoup,Engineering,7139,Bachelors
F4220035R,Richard Congdon,Healthcare,9253,Bachelors
S9334819Y,Willis Hattley,Agricultural,5003,Non-degree
T3704057L,Marco Pellerin,Aerospace,4463,Masters
S7057941M,Charles Franco,Engineering,3448,Post-grad
G9817777T,Sara Walker,Agricultural,5718,Non-degree
F8775093H,Christopher Wallace,Aerospace,7956,Post-grad
G3622432P,Deborah Ott,Healthcare,10151,Masters
G6143043X,David Dooley,Engineering,5190,Non-degree
F2219124C,Dorris Dinapoli,Healthcare,4761,Non-degree
T7440888D,William Breuer,Engineering,3936,PhD
G9789697U,Mary Wells,Agricultural,7824,Post-grad
S9733493C,Florence Zohn,Engineering,5465,Bachelors
T3494779K,Richard Moore,Engineering,4662,Bachelors
F6701384L,Donald Martinez,Engineering,11525,Bachelors
S9809039E,Sara Bunker,Aerospace,3158,Bachelors
S1567942L,Hazel Bolen,Agricultural,6004,Non-degree
T8226235F,Marlon Dudenhoeffer,Engineering,3055,Post-grad
F7040052E,Brian Finnerty,Aerospace,4448,Post-grad
T5734434Q,Cindy Lightfoot,Healthcare,4305,Masters
F2421623V,Armando Cormier,Aerospace,3282,PhD
G2937638S,John Olivas,Healthcare,7107,Masters
G6623215B,Gloria Snow,Aerospace,6865,Post-grad
T7191139H,Alice Lear,Engineering,5585,Post-grad
G7418129M,Elton Garcia,Healthcare,3635,Masters
F0331135L,Denise Vera,Aerospace,3514,PhD
G5392307U,William Cato,Aerospace,7433,Non-degree
T3784683F,Evelyn Miller,Aerospace,13710,PhD
G2991760U,Cara Matthews,Aerospace,5034,Bachelors
S9382352J,Velma Payne,Agricultural,12432,Non-degree
S4724199L,Timothy Heberling,Agricultural,5046,Post-grad
S7845690T,Wendell Redenius,Agricultural,6033,Bachelors
G3538767G,Loyd Morris,Healthcare,6981,Non-degree
S2717950S,Gilda Thomas,Engineering,8195,Masters
T8222483K,Patricia Mckissack,Healthcare,4822,PhD
T0983638A,Marilyn Snyder,Healthcare,3344,Bachelors
F3869023S,James Powell,Aerospace,4297,Post-grad
S0291169H,David Royals,Engineering,3125,PhD
F0848832G,Jenna Overfield,Healthcare,4799,Masters
T8584829Q,Virginia Chu,Aerospace,4073,Bachelors
F6971821B,Patricia Clark,Agricultural,3547,Masters
S7653809F,Agnes Krause,Aerospace,5681,Post-grad
S6471056F,Ryan Ortiz,Healthcare,5227,Post-grad
S3560885I,Catherine Smith,Agricultural,5045,Non-degree
F5963908Z,Cindy Dougherty,Aerospace,5724,Bachelors
F0530184B,Eleanor Boyle,Engineering,7328,Bachelors
S6088639P,Barbara Blackmon,Aerospace,6559,Non-degree
F0155643E,Earl Norman,Aerospace,5011,Masters
T7262534B,Emmy Vargas,Agricultural,4686,Non-degree
G7422227K,George Davis,Agricultural,3521,Masters
T2777842F,Mavis Lawrence,Healthcare,5723,Post-grad
F0372907Y,Gerald Cleek,Aerospace,4210,Non-degree
G6029432J,Deborah Morgan,Healthcare,5563,Masters
T9240486V,April Viviano,Healthcare,12206,Bachelors
T9853275D,Maria Goshorn,Aerospace,5799,Masters
T3894470T,Derrick Guinn,Agricultural,6137,Masters
T2628083W,Andrew Zbinden,Healthcare,8715,Non-degree
T4836330I,Audrey Cooley,Healthcare,5005,PhD
F9741173K,Jean Rhodes,Healthcare,9691,PhD
T3877325L,Marcus Farrell,Agricultural,3106,PhD
G8792019B,Annie Soule,Agricultural,3334,PhD
F4887987C,Michael Desimone,Healthcare,5173,Non-degree
G3560547X,Florence Suttles,Agricultural,7843,Post-grad
F6167196S,Terry Canterbury,Agricultural,5698,Non-degree
G6351494B,Kevin Dicarlo,Healthcare,4348,PhD
S5397719C,Bonnie Mcdonald,Engineering,3998,Post-grad
S0021309R,John Winstead,Healthcare,5924,Masters
G1292393W,Stephanie Swing,Healthcare,11394,Non-degree
T3158186B,Carl Odom,Aerospace,4002,Bachelors
T8434307Z,Melanie Wisniewski,Agricultural,8374,Bachelors
F8464111W,James Pulver,Aerospace,4869,Masters
F6160806W,Shelly Myers,Healthcare,5971,Non-degree
F6588006D,Spencer Williams,Engineering,10022,PhD
F8891832D,Kathleen Prieto,Agricultural,6556,PhD
G1711869A,Henry Dilorenzo,Aerospace,8461,Masters
S6496403S,Jorge Baker,Agricultural,4884,Non-degree
F2494860B,Emily Cuadros,Healthcare,6009,Post-grad
F1957648A,Bess Anderson,Engineering,6972,Masters
T7718587S,Crystal Osgood,Agricultural,3553,Post-grad
S7952583N,Joyce Godfrey,Agricultural,3364,PhD
S4365440V,David Richardson,Agricultural,5229,Bachelors
T7387991M,Janelle Hickman,Healthcare,14862,Masters
G8310871H,Maira Mutchler,Engineering,13488,Non-degree
T9600712K,Candice Wilkins,Engineering,4192,PhD
S5786351J,Nanci Geddes,Aerospace,7148,PhD
T1688637P,Elizabeth Sanchez,Engineering,6643,Masters
T6766873B,Kala Fletcher,Aerospace,3192,Post-grad
G6287604J,Hortencia Chappell,Engineering,4054,PhD
T7356698J,James Long,Agricultural,11844,Masters
T1971166E,Monique Nguyen,Healthcare,6899,Masters
S7928256A,Virginia Palumbo,Agricultural,6522,Bachelors
S0793290G,Edward Miranda,Engineering,6189,Post-grad
S4988576D,Marshall Bender,Agricultural,4112,Masters
F2735737W,Larry Stow,Healthcare,5130,Post-grad
S1431054E,Stephen White,Healthcare,6458,Bachelors
S3858973N,Bobbie Sumrall,Healthcare,4962,PhD
T6477680R,Juanita Elwell,Aerospace,4994,Masters
G1723553U,Kelly Weeks,Engineering,5611,Non-degree
S7583722E,James Courtney,Engineering,8907,Masters
G4690098O,Allen Molina,Healthcare,3310,Non-degree
G4383440Z,Stacey Ovalle,Agricultural,3640,Masters
G2188524E,Rodger Blanton,Healthcare,10121,Bachelors
G8577831Y,Gregory Zaragoza,Engineering,4237,Masters
S8882105B,Jane Villalpando,Agricultural,4801,Post-grad
F3211696A,Shirley Oconnor,Healthcare,9920,Post-grad
T6619545R,Nina Liriano,Aerospace,4664,Bachelors
F4526598Y,Andrew Moore,Agricultural,3888,Masters
S4927456Q,Gina Filipponi,Healthcare,13371,Bachelors
S4841789U,Richard Argento,Engineering,3802,Masters
G8537031A,Tabitha Murphy,Healthcare,3949,Non-degree
G3157153I,Elaine Saad,Aerospace,3694,Masters
T4364270F,Richard Smith,Engineering,5870,Non-degree
T7878328A,William Chernosky,Engineering,4001,Non-degree
G8260913H,Billie Henderson,Engineering,6298,Bachelors
F0272048N,Mary Craig,Healthcare,4466,Non-degree
G9421821G,Melissa Brizuela,Agricultural,9871,Post-grad
S1609540S,Joe Mcclung,Agricultural,4379,Post-grad
S3961078P,Sandra Komara,Aerospace,10569,Bachelors
G0080991G,Rocco Bailey,Engineering,3656,Non-degree
G9933463L,Deborah Mcduffy,Agricultural,10947,Bachelors
S4171359Q,Shirley Rushing,Engineering,10893,Non-degree
G9761961A,Roger Ochoa,Healthcare,4670,Non-degree
S0489346I,Tony Gibson,Agricultural,11391,Post-grad
T8273606T,Megan Alexander,Healthcare,8652,Post-grad
F0793836A,Roland Kirk,Healthcare,3503,PhD
G6408957Y,Gerald Niss,Agricultural,4168,Non-degree
S9331417L,Juanita Buck,Agricultural,6764,Bachelors
T8053026N,Betty Rimbey,Engineering,4390,Post-grad
S6338963S,Jennifer Escalante,Engineering,3337,Bachelors
F9925627H,Nellie Morris,Agricultural,3641,PhD
T2321643T,Alex Hass,Healthcare,3533,Post-grad
S1241804W,Scott Massey,Agricultural,7722,PhD
G4053325E,James Mims,Aerospace,3513,PhD
F7701581L,Lorene Lemke,Aerospace,3420,Post-grad
S6191747H,Luis Franklin,Healthcare,5528,Post-grad
G5635995T,Tom Valencia,Aerospace,4183,Masters
F2094236H,Tim Browning,Healthcare,6700,Masters
T9805083M,Michael Kennedy,Agricultural,13080,Post-grad
T7587285H,Tracy West,Engineering,7252,Masters
T0885993D,Lewis Namm,Engineering,3188,PhD
F8783874Q,Enrique Tobey,Agricultural,4167,Bachelors
T6953804K,Mark Sparkman,Agricultural,6807,Non-degree
G4060618V,Chelsey Logan,Agricultural,7668,Post-grad
